-0.500,-0.500,-0.500
-0.500,-0.475,-0.500
-0.500,-0.450,-0.500
-0.500,-0.425,-0.500
-0.500,-0.400,-0.500
-0.500,-0.375,-0.500
-0.500,-0.350,-0.500
-0.500,-0.325,-0.500
-0.500,-0.300,-0.500
-0.500,-0.275,-0.500
-0.500,-0.250,-0.500
-0.500,-0.225,-0.500
-0.500,-0.200,-0.500
-0.500,-0.175,-0.500
-0.500,-0.150,-0.500
-0.500,-0.125,-0.500
-0.500,-0.100,-0.500
-0.500,-0.075,-0.500
-0.500,-0.050,-0.500
-0.500,-0.025,-0.500
-0.500,0.000,-0.500
-0.500,0.025,-0.500
-0.500,0.050,-0.500
-0.500,0.075,-0.500
-0.500,0.100,-0.500
-0.500,0.125,-0.500
-0.500,0.150,-0.500
-0.500,0.175,-0.500
-0.500,0.200,-0.500
-0.500,0.225,-0.500
-0.500,0.250,-0.500
-0.500,0.275,-0.500
-0.500,0.300,-0.500
-0.500,0.325,-0.500
-0.500,0.350,-0.500
-0.500,0.375,-0.500
-0.500,0.400,-0.500
-0.500,0.425,-0.500
-0.500,0.450,-0.500
-0.500,0.475,-0.500
-0.500,0.500,-0.500
-0.475,-0.500,-0.500
-0.475,-0.475,-0.500
-0.475,-0.450,-0.500
-0.475,-0.425,-0.500
-0.475,-0.400,-0.500
-0.475,-0.375,-0.500
-0.475,-0.350,-0.500
-0.475,-0.325,-0.500
-0.475,-0.300,-0.500
-0.475,-0.275,-0.500
-0.475,-0.250,-0.500
-0.475,-0.225,-0.500
-0.475,-0.200,-0.500
-0.475,-0.175,-0.500
-0.475,-0.150,-0.500
-0.475,-0.125,-0.500
-0.475,-0.100,-0.500
-0.475,-0.075,-0.500
-0.475,-0.050,-0.500
-0.475,-0.025,-0.500
-0.475,0.000,-0.500
-0.475,0.025,-0.500
-0.475,0.050,-0.500
-0.475,0.075,-0.500
-0.475,0.100,-0.500
-0.475,0.125,-0.500
-0.475,0.150,-0.500
-0.475,0.175,-0.500
-0.475,0.200,-0.500
-0.475,0.225,-0.500
-0.475,0.250,-0.500
-0.475,0.275,-0.500
-0.475,0.300,-0.500
-0.475,0.325,-0.500
-0.475,0.350,-0.500
-0.475,0.375,-0.500
-0.475,0.400,-0.500
-0.475,0.425,-0.500
-0.475,0.450,-0.500
-0.475,0.475,-0.500
-0.475,0.500,-0.500
-0.450,-0.500,-0.500
-0.450,-0.475,-0.500
-0.450,-0.450,-0.500
-0.450,-0.425,-0.500
-0.450,-0.400,-0.500
-0.450,-0.375,-0.500
-0.450,-0.350,-0.500
-0.450,-0.325,-0.500
-0.450,-0.300,-0.500
-0.450,-0.275,-0.500
-0.450,-0.250,-0.500
-0.450,-0.225,-0.500
-0.450,-0.200,-0.500
-0.450,-0.175,-0.500
-0.450,-0.150,-0.500
-0.450,-0.125,-0.500
-0.450,-0.100,-0.500
-0.450,-0.075,-0.500
